# Version,,,,,,,,,,,,,,,,,,,,,,
MajorVersion, MinorVersion,,,,,,,,,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
# Detector Count (1),,,,,,,,,,,,,,,,,,,,,,
DetectorCount,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
# Detector Parameters (7),,,,,,,,,,,,,,,,,,,,,,
DetectorIndex, DetectorPageCount, DetectorCellXSize, DetectorCellYSize, DetectorNormalizer, DarkFieldPageCount, FlatFieldPageCount,,,,,,,,,,,,,,,,
0,360,0.18,0.18,4.00E-05,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
# Page Parameters (23),,,,,,,,,,,,,,,,,,,,,,
PageIndex, SourceLocationX, SourceLocationY, SourceLocationZ, SourceEulerAngle0, SourceEulerAngle1, SourceEulerAngle2, SourceEulerSequence, DetectorLocationX, DetectorLocationY, DetectorLocationZ, DetectorEulerAngle0, DetectorEulerAngle1, DetectorEulerAngle2, DetectorEulerSequence, ObjectLocationX, ObjectLocationY, ObjectLocationZ, ObjectEulerAngle0, ObjectEulerAngle1, ObjectEulerAngle2, ObjectEulerSequence, FilteringAngle
230,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.111111,0,10,920,0,0, EEulerSequence_Extrinsic_XYZ,88.18
231,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.133333,0,10,924,0,0, EEulerSequence_Extrinsic_XYZ,88.18
232,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.155556,0,10,928,0,0, EEulerSequence_Extrinsic_XYZ,88.18
233,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.177778,0,10,932,0,0, EEulerSequence_Extrinsic_XYZ,88.18
234,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.2,0,10,936,0,0, EEulerSequence_Extrinsic_XYZ,88.18
235,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.222222,0,10,940,0,0, EEulerSequence_Extrinsic_XYZ,88.18
236,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.244444,0,10,944,0,0, EEulerSequence_Extrinsic_XYZ,88.18
237,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.266667,0,10,948,0,0, EEulerSequence_Extrinsic_XYZ,88.18
238,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.288889,0,10,952,0,0, EEulerSequence_Extrinsic_XYZ,88.18
239,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.311111,0,10,956,0,0, EEulerSequence_Extrinsic_XYZ,88.18
240,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.333333,0,10,960,0,0, EEulerSequence_Extrinsic_XYZ,88.18
241,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.355556,0,10,964,0,0, EEulerSequence_Extrinsic_XYZ,88.18
242,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.377778,0,10,968,0,0, EEulerSequence_Extrinsic_XYZ,88.18
243,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.4,0,10,972,0,0, EEulerSequence_Extrinsic_XYZ,88.18
244,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.422222,0,10,976,0,0, EEulerSequence_Extrinsic_XYZ,88.18
245,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.444444,0,10,980,0,0, EEulerSequence_Extrinsic_XYZ,88.18
246,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.466667,0,10,984,0,0, EEulerSequence_Extrinsic_XYZ,88.18
247,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.488889,0,10,988,0,0, EEulerSequence_Extrinsic_XYZ,88.18
248,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.511111,0,10,992,0,0, EEulerSequence_Extrinsic_XYZ,88.18
249,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.533333,0,10,996,0,0, EEulerSequence_Extrinsic_XYZ,88.18
250,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.555556,0,10,1000,0,0, EEulerSequence_Extrinsic_XYZ,88.18
251,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.577778,0,10,1004,0,0, EEulerSequence_Extrinsic_XYZ,88.18
252,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.6,0,10,1008,0,0, EEulerSequence_Extrinsic_XYZ,88.18
253,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.622222,0,10,1012,0,0, EEulerSequence_Extrinsic_XYZ,88.18
254,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.644444,0,10,1016,0,0, EEulerSequence_Extrinsic_XYZ,88.18
255,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.666667,0,10,1020,0,0, EEulerSequence_Extrinsic_XYZ,88.18
256,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.688889,0,10,1024,0,0, EEulerSequence_Extrinsic_XYZ,88.18
257,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.711111,0,10,1028,0,0, EEulerSequence_Extrinsic_XYZ,88.18
258,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.733333,0,10,1032,0,0, EEulerSequence_Extrinsic_XYZ,88.18
259,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.755556,0,10,1036,0,0, EEulerSequence_Extrinsic_XYZ,88.18
260,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.777778,0,10,1040,0,0, EEulerSequence_Extrinsic_XYZ,88.18
261,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.8,0,10,1044,0,0, EEulerSequence_Extrinsic_XYZ,88.18
262,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.822222,0,10,1048,0,0, EEulerSequence_Extrinsic_XYZ,88.18
263,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.844444,0,10,1052,0,0, EEulerSequence_Extrinsic_XYZ,88.18
264,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.866667,0,10,1056,0,0, EEulerSequence_Extrinsic_XYZ,88.18
265,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.888889,0,10,1060,0,0, EEulerSequence_Extrinsic_XYZ,88.18
266,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.911111,0,10,1064,0,0, EEulerSequence_Extrinsic_XYZ,88.18
267,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.933333,0,10,1068,0,0, EEulerSequence_Extrinsic_XYZ,88.18
268,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.955556,0,10,1072,0,0, EEulerSequence_Extrinsic_XYZ,88.18
269,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.977778,0,10,1076,0,0, EEulerSequence_Extrinsic_XYZ,88.18
270,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2,0,10,1080,0,0, EEulerSequence_Extrinsic_XYZ,88.18
271,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.022222,0,10,1084,0,0, EEulerSequence_Extrinsic_XYZ,88.18
272,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.044445,0,10,1088,0,0, EEulerSequence_Extrinsic_XYZ,88.18
273,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.066667,0,10,1092,0,0, EEulerSequence_Extrinsic_XYZ,88.18
274,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.088889,0,10,1096,0,0, EEulerSequence_Extrinsic_XYZ,88.18
275,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.111111,0,10,1100,0,0, EEulerSequence_Extrinsic_XYZ,88.18
276,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.133333,0,10,1104,0,0, EEulerSequence_Extrinsic_XYZ,88.18
277,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.155555,0,10,1108,0,0, EEulerSequence_Extrinsic_XYZ,88.18
278,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.177778,0,10,1112,0,0, EEulerSequence_Extrinsic_XYZ,88.18
279,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.2,0,10,1116,0,0, EEulerSequence_Extrinsic_XYZ,88.18
280,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.222222,0,10,1120,0,0, EEulerSequence_Extrinsic_XYZ,88.18
281,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.244444,0,10,1124,0,0, EEulerSequence_Extrinsic_XYZ,88.18
282,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.266667,0,10,1128,0,0, EEulerSequence_Extrinsic_XYZ,88.18
283,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.288889,0,10,1132,0,0, EEulerSequence_Extrinsic_XYZ,88.18
284,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.311111,0,10,1136,0,0, EEulerSequence_Extrinsic_XYZ,88.18
285,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.333333,0,10,1140,0,0, EEulerSequence_Extrinsic_XYZ,88.18
286,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.355556,0,10,1144,0,0, EEulerSequence_Extrinsic_XYZ,88.18
287,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.377778,0,10,1148,0,0, EEulerSequence_Extrinsic_XYZ,88.18
288,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.4,0,10,1152,0,0, EEulerSequence_Extrinsic_XYZ,88.18
289,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.422222,0,10,1156,0,0, EEulerSequence_Extrinsic_XYZ,88.18
290,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.444444,0,10,1160,0,0, EEulerSequence_Extrinsic_XYZ,88.18
291,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.466667,0,10,1164,0,0, EEulerSequence_Extrinsic_XYZ,88.18
292,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.488889,0,10,1168,0,0, EEulerSequence_Extrinsic_XYZ,88.18
293,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.511111,0,10,1172,0,0, EEulerSequence_Extrinsic_XYZ,88.18
294,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.533333,0,10,1176,0,0, EEulerSequence_Extrinsic_XYZ,88.18
295,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.555556,0,10,1180,0,0, EEulerSequence_Extrinsic_XYZ,88.18
296,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.577778,0,10,1184,0,0, EEulerSequence_Extrinsic_XYZ,88.18
297,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.6,0,10,1188,0,0, EEulerSequence_Extrinsic_XYZ,88.18
298,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.622222,0,10,1192,0,0, EEulerSequence_Extrinsic_XYZ,88.18
299,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.644444,0,10,1196,0,0, EEulerSequence_Extrinsic_XYZ,88.18
300,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.666667,0,10,1200,0,0, EEulerSequence_Extrinsic_XYZ,88.18
301,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.688889,0,10,1204,0,0, EEulerSequence_Extrinsic_XYZ,88.18
302,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.711111,0,10,1208,0,0, EEulerSequence_Extrinsic_XYZ,88.18
303,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.733333,0,10,1212,0,0, EEulerSequence_Extrinsic_XYZ,88.18
304,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.755556,0,10,1216,0,0, EEulerSequence_Extrinsic_XYZ,88.18
305,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.777778,0,10,1220,0,0, EEulerSequence_Extrinsic_XYZ,88.18
306,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.8,0,10,1224,0,0, EEulerSequence_Extrinsic_XYZ,88.18
307,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.822222,0,10,1228,0,0, EEulerSequence_Extrinsic_XYZ,88.18
308,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.844445,0,10,1232,0,0, EEulerSequence_Extrinsic_XYZ,88.18
309,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.866667,0,10,1236,0,0, EEulerSequence_Extrinsic_XYZ,88.18
310,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.888889,0,10,1240,0,0, EEulerSequence_Extrinsic_XYZ,88.18
311,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.911111,0,10,1244,0,0, EEulerSequence_Extrinsic_XYZ,88.18
312,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.933333,0,10,1248,0,0, EEulerSequence_Extrinsic_XYZ,88.18
313,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.955555,0,10,1252,0,0, EEulerSequence_Extrinsic_XYZ,88.18
314,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,2.977778,0,10,1256,0,0, EEulerSequence_Extrinsic_XYZ,88.18
315,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3,0,10,1260,0,0, EEulerSequence_Extrinsic_XYZ,88.18
316,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.022222,0,10,1264,0,0, EEulerSequence_Extrinsic_XYZ,88.18
317,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.044445,0,10,1268,0,0, EEulerSequence_Extrinsic_XYZ,88.18
318,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.066667,0,10,1272,0,0, EEulerSequence_Extrinsic_XYZ,88.18
319,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.088889,0,10,1276,0,0, EEulerSequence_Extrinsic_XYZ,88.18
320,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.111111,0,10,1280,0,0, EEulerSequence_Extrinsic_XYZ,88.18
321,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.133333,0,10,1284,0,0, EEulerSequence_Extrinsic_XYZ,88.18
322,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.155555,0,10,1288,0,0, EEulerSequence_Extrinsic_XYZ,88.18
323,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.177778,0,10,1292,0,0, EEulerSequence_Extrinsic_XYZ,88.18
324,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.2,0,10,1296,0,0, EEulerSequence_Extrinsic_XYZ,88.18
325,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.222222,0,10,1300,0,0, EEulerSequence_Extrinsic_XYZ,88.18
326,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.244444,0,10,1304,0,0, EEulerSequence_Extrinsic_XYZ,88.18
327,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.266667,0,10,1308,0,0, EEulerSequence_Extrinsic_XYZ,88.18
328,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.288889,0,10,1312,0,0, EEulerSequence_Extrinsic_XYZ,88.18
329,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.311111,0,10,1316,0,0, EEulerSequence_Extrinsic_XYZ,88.18
330,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.333333,0,10,1320,0,0, EEulerSequence_Extrinsic_XYZ,88.18
331,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.355556,0,10,1324,0,0, EEulerSequence_Extrinsic_XYZ,88.18
332,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.377778,0,10,1328,0,0, EEulerSequence_Extrinsic_XYZ,88.18
333,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.4,0,10,1332,0,0, EEulerSequence_Extrinsic_XYZ,88.18
334,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.422222,0,10,1336,0,0, EEulerSequence_Extrinsic_XYZ,88.18
335,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.444444,0,10,1340,0,0, EEulerSequence_Extrinsic_XYZ,88.18
336,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.466667,0,10,1344,0,0, EEulerSequence_Extrinsic_XYZ,88.18
337,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.488889,0,10,1348,0,0, EEulerSequence_Extrinsic_XYZ,88.18
338,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.511111,0,10,1352,0,0, EEulerSequence_Extrinsic_XYZ,88.18
339,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.533333,0,10,1356,0,0, EEulerSequence_Extrinsic_XYZ,88.18
340,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.555556,0,10,1360,0,0, EEulerSequence_Extrinsic_XYZ,88.18
341,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.577778,0,10,1364,0,0, EEulerSequence_Extrinsic_XYZ,88.18
342,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.6,0,10,1368,0,0, EEulerSequence_Extrinsic_XYZ,88.18
343,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.622222,0,10,1372,0,0, EEulerSequence_Extrinsic_XYZ,88.18
344,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.644444,0,10,1376,0,0, EEulerSequence_Extrinsic_XYZ,88.18
345,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.666667,0,10,1380,0,0, EEulerSequence_Extrinsic_XYZ,88.18
346,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.688889,0,10,1384,0,0, EEulerSequence_Extrinsic_XYZ,88.18
347,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.711111,0,10,1388,0,0, EEulerSequence_Extrinsic_XYZ,88.18
348,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.733333,0,10,1392,0,0, EEulerSequence_Extrinsic_XYZ,88.18
349,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.755556,0,10,1396,0,0, EEulerSequence_Extrinsic_XYZ,88.18
350,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.777778,0,10,1400,0,0, EEulerSequence_Extrinsic_XYZ,88.18
351,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.8,0,10,1404,0,0, EEulerSequence_Extrinsic_XYZ,88.18
352,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.822222,0,10,1408,0,0, EEulerSequence_Extrinsic_XYZ,88.18
353,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.844445,0,10,1412,0,0, EEulerSequence_Extrinsic_XYZ,88.18
354,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.866667,0,10,1416,0,0, EEulerSequence_Extrinsic_XYZ,88.18
355,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,3.888889,0,10,1420,0,0, EEulerSequence_Extrinsic_XYZ,88.18
